id,scheduled_at,platform,song,imagery,imagery_url,clip_url,text,drafts,reply_text,x_media_key,media_key,approved,execution_mode,post_type,desired_privacy,creative_id,clip_id,concept,destination
FP-GROWTH-RESET-03-SLOW-WALK-VISUAL-STORY-YOUTUBE,2026-07-17T10:15:00-04:00,YouTube,Slow Walk,Slow Walk - Visual story,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/slow-walk-visual-story.mp4,A quiet walk through the pressure until the pressure learns your pace. #Shorts,A quiet walk through the pressure until the pressure learns your pace. #Shorts,Watch the full track: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-03-slow-walk-visual-story-youtube&to=video&utm_wave=video-reset&utm_term=slow-walk-visual-story,,slow-walk-visual-story,yes,auto,video,public,FP-GROWTH-RESET-03-SLOW-WALK-VISUAL-STORY,slow-walk-visual-story,visual_story,video
FP-GROWTH-RESET-03-SLOW-WALK-VISUAL-STORY-FACEBOOK,2026-07-17T11:20:00-04:00,Facebook,Slow Walk,Slow Walk - Visual story,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/slow-walk-visual-story.mp4,A quiet walk through the pressure until the pressure learns your pace.,A quiet walk through the pressure until the pressure learns your pace.,Watch the full track: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-03-slow-walk-visual-story-facebook&to=video&utm_wave=video-reset&utm_term=slow-walk-visual-story,,slow-walk-visual-story,yes,auto,video,public,FP-GROWTH-RESET-03-SLOW-WALK-VISUAL-STORY,slow-walk-visual-story,visual_story,video
FP-GROWTH-RESET-VOICE-02-X,2026-07-17T14:05:00-04:00,X,Spilling the Tea,Brand voice note,,,A receipt drawer is just an archive with better timing.,A receipt drawer is just an archive with better timing.,Watch the full track: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-voice-02-x&to=video&utm_wave=video-reset&utm_term=spilling-the-tea-brand-voice,,,yes,auto,text,,FP-GROWTH-RESET-VOICE-02,,brand_voice,video
FP-GROWTH-RESET-04-SLOW-WALK-ECHO-THREAD-SETUP-SONG-PAYOFF-YOUTUBE,2026-07-19T10:15:00-04:00,YouTube,Slow Walk,Slow Walk - Echo Thread setup and song payoff,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/slow-walk-echo-thread.mp4,What did you stop rushing? Slow Walk answers without speeding up. #Shorts,What did you stop rushing? Slow Walk answers without speeding up. #Shorts,Hear the Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-04-slow-walk-echo-thread-setup-song-payoff-youtube&to=echo&utm_wave=video-reset&utm_term=slow-walk-echo-thread-setup-song-payoff,,slow-walk-echo-thread,yes,auto,video,public,FP-GROWTH-RESET-04-SLOW-WALK-ECHO-THREAD-SETUP-SONG-PAYOFF,slow-walk-echo-thread,echo_thread_setup_song_payoff,echo
FP-GROWTH-RESET-04-SLOW-WALK-ECHO-THREAD-SETUP-SONG-PAYOFF-FACEBOOK,2026-07-19T11:20:00-04:00,Facebook,Slow Walk,Slow Walk - Echo Thread setup and song payoff,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/slow-walk-echo-thread.mp4,What did you stop rushing? Slow Walk answers without speeding up.,What did you stop rushing? Slow Walk answers without speeding up.,Hear the Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-04-slow-walk-echo-thread-setup-song-payoff-facebook&to=echo&utm_wave=video-reset&utm_term=slow-walk-echo-thread-setup-song-payoff,,slow-walk-echo-thread,yes,auto,video,public,FP-GROWTH-RESET-04-SLOW-WALK-ECHO-THREAD-SETUP-SONG-PAYOFF,slow-walk-echo-thread,echo_thread_setup_song_payoff,echo
FP-GROWTH-RESET-VOICE-03-X,2026-07-20T14:05:00-04:00,X,No Mortgage,Brand voice note,,,The fantasy is not the house. It is finally hearing yourself think.,The fantasy is not the house. It is finally hearing yourself think.,Hear the song: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-voice-03-x&to=spotify&utm_wave=video-reset&utm_term=no-mortgage-brand-voice,,,yes,auto,text,,FP-GROWTH-RESET-VOICE-03,,brand_voice,spotify
FP-GROWTH-RESET-05-SPILLING-THE-TEA-LYRIC-PUNCH-LINE-YOUTUBE,2026-07-21T10:15:00-04:00,YouTube,Spilling the Tea,Spilling the Tea - Lyric punch line,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/spilling-the-tea-lyric-punch-line.mp4,Some truths arrive with a little steam. Spilling the Tea is already in the room. #Shorts,Some truths arrive with a little steam. Spilling the Tea is already in the room. #Shorts,Hear the song: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-05-spilling-the-tea-lyric-punch-line-youtube&to=spotify&utm_wave=video-reset&utm_term=spilling-the-tea-lyric-punch-line,,spilling-the-tea-lyric-punch-line,yes,auto,video,public,FP-GROWTH-RESET-05-SPILLING-THE-TEA-LYRIC-PUNCH-LINE,spilling-the-tea-lyric-punch-line,lyric_punch_line,spotify
FP-GROWTH-RESET-05-SPILLING-THE-TEA-LYRIC-PUNCH-LINE-FACEBOOK,2026-07-21T11:20:00-04:00,Facebook,Spilling the Tea,Spilling the Tea - Lyric punch line,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/spilling-the-tea-lyric-punch-line.mp4,Some truths arrive with a little steam. Spilling the Tea is already in the room.,Some truths arrive with a little steam. Spilling the Tea is already in the room.,Hear the song: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-05-spilling-the-tea-lyric-punch-line-facebook&to=spotify&utm_wave=video-reset&utm_term=spilling-the-tea-lyric-punch-line,,spilling-the-tea-lyric-punch-line,yes,auto,video,public,FP-GROWTH-RESET-05-SPILLING-THE-TEA-LYRIC-PUNCH-LINE,spilling-the-tea-lyric-punch-line,lyric_punch_line,spotify
FP-GROWTH-RESET-06-SPILLING-THE-TEA-RELATABLE-SITUATION-YOUTUBE,2026-07-23T10:15:00-04:00,YouTube,Spilling the Tea,Spilling the Tea - Relatable situation,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/spilling-the-tea-relatable-situation.mp4,When the group chat says we need to talk and you already know. #Shorts,When the group chat says we need to talk and you already know. #Shorts,Enter the album room: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-06-spilling-the-tea-relatable-situation-youtube&to=album&utm_wave=video-reset&utm_term=spilling-the-tea-relatable-situation,,spilling-the-tea-relatable-situation,yes,auto,video,public,FP-GROWTH-RESET-06-SPILLING-THE-TEA-RELATABLE-SITUATION,spilling-the-tea-relatable-situation,relatable_situation,album
FP-GROWTH-RESET-06-SPILLING-THE-TEA-RELATABLE-SITUATION-FACEBOOK,2026-07-23T11:20:00-04:00,Facebook,Spilling the Tea,Spilling the Tea - Relatable situation,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/spilling-the-tea-relatable-situation.mp4,When the group chat says we need to talk and you already know.,When the group chat says we need to talk and you already know.,Enter the album room: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-06-spilling-the-tea-relatable-situation-facebook&to=album&utm_wave=video-reset&utm_term=spilling-the-tea-relatable-situation,,spilling-the-tea-relatable-situation,yes,auto,video,public,FP-GROWTH-RESET-06-SPILLING-THE-TEA-RELATABLE-SITUATION,spilling-the-tea-relatable-situation,relatable_situation,album
FP-GROWTH-RESET-VOICE-04-X,2026-07-24T14:05:00-04:00,X,Slow Walk,Brand voice note,,,Some songs arrive late on purpose and still get there first.,Some songs arrive late on purpose and still get there first.,Hear the Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-voice-04-x&to=echo&utm_wave=video-reset&utm_term=slow-walk-brand-voice,,,yes,auto,text,,FP-GROWTH-RESET-VOICE-04,,brand_voice,echo
FP-GROWTH-RESET-07-SPILLING-THE-TEA-VISUAL-STORY-YOUTUBE,2026-07-25T10:15:00-04:00,YouTube,Spilling the Tea,Spilling the Tea - Visual story,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/spilling-the-tea-visual-story.mp4,One cup. One secret. A whole room changing temperature. #Shorts,One cup. One secret. A whole room changing temperature. #Shorts,Watch the full track: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-07-spilling-the-tea-visual-story-youtube&to=video&utm_wave=video-reset&utm_term=spilling-the-tea-visual-story,,spilling-the-tea-visual-story,yes,auto,video,public,FP-GROWTH-RESET-07-SPILLING-THE-TEA-VISUAL-STORY,spilling-the-tea-visual-story,visual_story,video
FP-GROWTH-RESET-07-SPILLING-THE-TEA-VISUAL-STORY-FACEBOOK,2026-07-25T11:20:00-04:00,Facebook,Spilling the Tea,Spilling the Tea - Visual story,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/spilling-the-tea-visual-story.mp4,One cup. One secret. A whole room changing temperature.,One cup. One secret. A whole room changing temperature.,Watch the full track: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-07-spilling-the-tea-visual-story-facebook&to=video&utm_wave=video-reset&utm_term=spilling-the-tea-visual-story,,spilling-the-tea-visual-story,yes,auto,video,public,FP-GROWTH-RESET-07-SPILLING-THE-TEA-VISUAL-STORY,spilling-the-tea-visual-story,visual_story,video
FP-GROWTH-RESET-08-SPILLING-THE-TEA-ECHO-THREAD-SETUP-SONG-PAYOFF-YOUTUBE,2026-07-27T10:15:00-04:00,YouTube,Spilling the Tea,Spilling the Tea - Echo Thread setup and song payoff,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/spilling-the-tea-echo-thread.mp4,What truth are you ready to say out loud? Spilling the Tea lets it pour. #Shorts,What truth are you ready to say out loud? Spilling the Tea lets it pour. #Shorts,Hear the Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-08-spilling-the-tea-echo-thread-setup-song-payoff-youtube&to=echo&utm_wave=video-reset&utm_term=spilling-the-tea-echo-thread-setup-song-payoff,,spilling-the-tea-echo-thread,yes,auto,video,public,FP-GROWTH-RESET-08-SPILLING-THE-TEA-ECHO-THREAD-SETUP-SONG-PAYOFF,spilling-the-tea-echo-thread,echo_thread_setup_song_payoff,echo
FP-GROWTH-RESET-08-SPILLING-THE-TEA-ECHO-THREAD-SETUP-SONG-PAYOFF-FACEBOOK,2026-07-27T11:20:00-04:00,Facebook,Spilling the Tea,Spilling the Tea - Echo Thread setup and song payoff,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/spilling-the-tea-echo-thread.mp4,What truth are you ready to say out loud? Spilling the Tea lets it pour.,What truth are you ready to say out loud? Spilling the Tea lets it pour.,Hear the Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-08-spilling-the-tea-echo-thread-setup-song-payoff-facebook&to=echo&utm_wave=video-reset&utm_term=spilling-the-tea-echo-thread-setup-song-payoff,,spilling-the-tea-echo-thread,yes,auto,video,public,FP-GROWTH-RESET-08-SPILLING-THE-TEA-ECHO-THREAD-SETUP-SONG-PAYOFF,spilling-the-tea-echo-thread,echo_thread_setup_song_payoff,echo
FP-GROWTH-RESET-VOICE-05-X,2026-07-27T14:05:00-04:00,X,Spilling the Tea,Brand voice note,,,Side-eye becomes cinema when the soundtrack keeps the receipts.,Side-eye becomes cinema when the soundtrack keeps the receipts.,Enter the album room: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-voice-05-x&to=album&utm_wave=video-reset&utm_term=spilling-the-tea-brand-voice,,,yes,auto,text,,FP-GROWTH-RESET-VOICE-05,,brand_voice,album
FP-GROWTH-RESET-09-NO-MORTGAGE-LYRIC-PUNCH-LINE-YOUTUBE,2026-07-29T10:15:00-04:00,YouTube,No Mortgage,No Mortgage - Lyric punch line,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/no-mortgage-lyric-punch-line.mp4,Tiny house. One light. No Mortgage. That is the whole escape plan. #Shorts,Tiny house. One light. No Mortgage. That is the whole escape plan. #Shorts,Hear the song: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-09-no-mortgage-lyric-punch-line-youtube&to=spotify&utm_wave=video-reset&utm_term=no-mortgage-lyric-punch-line,,no-mortgage-lyric-punch-line,yes,auto,video,public,FP-GROWTH-RESET-09-NO-MORTGAGE-LYRIC-PUNCH-LINE,no-mortgage-lyric-punch-line,lyric_punch_line,spotify
FP-GROWTH-RESET-09-NO-MORTGAGE-LYRIC-PUNCH-LINE-FACEBOOK,2026-07-29T11:20:00-04:00,Facebook,No Mortgage,No Mortgage - Lyric punch line,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/no-mortgage-lyric-punch-line.mp4,Tiny house. One light. No Mortgage. That is the whole escape plan.,Tiny house. One light. No Mortgage. That is the whole escape plan.,Hear the song: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-09-no-mortgage-lyric-punch-line-facebook&to=spotify&utm_wave=video-reset&utm_term=no-mortgage-lyric-punch-line,,no-mortgage-lyric-punch-line,yes,auto,video,public,FP-GROWTH-RESET-09-NO-MORTGAGE-LYRIC-PUNCH-LINE,no-mortgage-lyric-punch-line,lyric_punch_line,spotify
FP-GROWTH-RESET-10-NO-MORTGAGE-RELATABLE-SITUATION-YOUTUBE,2026-07-31T10:15:00-04:00,YouTube,No Mortgage,No Mortgage - Relatable situation,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/no-mortgage-relatable-situation.mp4,When your dream home is mostly somewhere nobody can find you. #Shorts,When your dream home is mostly somewhere nobody can find you. #Shorts,Enter the album room: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-10-no-mortgage-relatable-situation-youtube&to=album&utm_wave=video-reset&utm_term=no-mortgage-relatable-situation,,no-mortgage-relatable-situation,yes,auto,video,public,FP-GROWTH-RESET-10-NO-MORTGAGE-RELATABLE-SITUATION,no-mortgage-relatable-situation,relatable_situation,album
FP-GROWTH-RESET-10-NO-MORTGAGE-RELATABLE-SITUATION-FACEBOOK,2026-07-31T11:20:00-04:00,Facebook,No Mortgage,No Mortgage - Relatable situation,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/no-mortgage-relatable-situation.mp4,When your dream home is mostly somewhere nobody can find you.,When your dream home is mostly somewhere nobody can find you.,Enter the album room: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-10-no-mortgage-relatable-situation-facebook&to=album&utm_wave=video-reset&utm_term=no-mortgage-relatable-situation,,no-mortgage-relatable-situation,yes,auto,video,public,FP-GROWTH-RESET-10-NO-MORTGAGE-RELATABLE-SITUATION,no-mortgage-relatable-situation,relatable_situation,album
FP-GROWTH-RESET-VOICE-06-X,2026-07-31T14:05:00-04:00,X,No Mortgage,Brand voice note,,,Put the keys down. Keep the wide sky.,Put the keys down. Keep the wide sky.,Watch the full track: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-voice-06-x&to=video&utm_wave=video-reset&utm_term=no-mortgage-brand-voice,,,yes,auto,text,,FP-GROWTH-RESET-VOICE-06,,brand_voice,video
FP-GROWTH-RESET-11-NO-MORTGAGE-VISUAL-STORY-YOUTUBE,2026-08-02T10:15:00-04:00,YouTube,No Mortgage,No Mortgage - Visual story,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/no-mortgage-visual-story.mp4,Trade the noise for a wide sky. Keep the signal. Lose the debt. #Shorts,Trade the noise for a wide sky. Keep the signal. Lose the debt. #Shorts,Watch the full track: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-11-no-mortgage-visual-story-youtube&to=video&utm_wave=video-reset&utm_term=no-mortgage-visual-story,,no-mortgage-visual-story,yes,auto,video,public,FP-GROWTH-RESET-11-NO-MORTGAGE-VISUAL-STORY,no-mortgage-visual-story,visual_story,video
FP-GROWTH-RESET-11-NO-MORTGAGE-VISUAL-STORY-FACEBOOK,2026-08-02T11:20:00-04:00,Facebook,No Mortgage,No Mortgage - Visual story,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/no-mortgage-visual-story.mp4,Trade the noise for a wide sky. Keep the signal. Lose the debt.,Trade the noise for a wide sky. Keep the signal. Lose the debt.,Watch the full track: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-11-no-mortgage-visual-story-facebook&to=video&utm_wave=video-reset&utm_term=no-mortgage-visual-story,,no-mortgage-visual-story,yes,auto,video,public,FP-GROWTH-RESET-11-NO-MORTGAGE-VISUAL-STORY,no-mortgage-visual-story,visual_story,video
FP-GROWTH-RESET-VOICE-07-X,2026-08-03T14:05:00-04:00,X,Slow Walk,Brand voice note,,,"The shortcut looked suspicious, so the song kept walking.","The shortcut looked suspicious, so the song kept walking.",Hear the song: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-voice-07-x&to=spotify&utm_wave=video-reset&utm_term=slow-walk-brand-voice,,,yes,auto,text,,FP-GROWTH-RESET-VOICE-07,,brand_voice,spotify
FP-GROWTH-RESET-12-NO-MORTGAGE-ECHO-THREAD-SETUP-SONG-PAYOFF-YOUTUBE,2026-08-04T10:15:00-04:00,YouTube,No Mortgage,No Mortgage - Echo Thread setup and song payoff,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/no-mortgage-echo-thread.mp4,What would you keep if you needed less? No Mortgage has a short list. #Shorts,What would you keep if you needed less? No Mortgage has a short list. #Shorts,Hear the Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-12-no-mortgage-echo-thread-setup-song-payoff-youtube&to=echo&utm_wave=video-reset&utm_term=no-mortgage-echo-thread-setup-song-payoff,,no-mortgage-echo-thread,yes,auto,video,public,FP-GROWTH-RESET-12-NO-MORTGAGE-ECHO-THREAD-SETUP-SONG-PAYOFF,no-mortgage-echo-thread,echo_thread_setup_song_payoff,echo
FP-GROWTH-RESET-12-NO-MORTGAGE-ECHO-THREAD-SETUP-SONG-PAYOFF-FACEBOOK,2026-08-04T11:20:00-04:00,Facebook,No Mortgage,No Mortgage - Echo Thread setup and song payoff,,https://www.lilyroo.com/assets/campaigns/analog-myth-growth-reset/no-mortgage-echo-thread.mp4,What would you keep if you needed less? No Mortgage has a short list.,What would you keep if you needed less? No Mortgage has a short list.,Hear the Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-12-no-mortgage-echo-thread-setup-song-payoff-facebook&to=echo&utm_wave=video-reset&utm_term=no-mortgage-echo-thread-setup-song-payoff,,no-mortgage-echo-thread,yes,auto,video,public,FP-GROWTH-RESET-12-NO-MORTGAGE-ECHO-THREAD-SETUP-SONG-PAYOFF,no-mortgage-echo-thread,echo_thread_setup_song_payoff,echo
FP-GROWTH-RESET-VOICE-08-X,2026-08-07T14:05:00-04:00,X,Spilling the Tea,Brand voice note,,,Truth sounds different after the cup hits the table.,Truth sounds different after the cup hits the table.,Hear the Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-growth-reset-voice-08-x&to=echo&utm_wave=video-reset&utm_term=spilling-the-tea-brand-voice,,,yes,auto,text,,FP-GROWTH-RESET-VOICE-08,,brand_voice,echo
